Darījumu skaits atlasē,Darījuma ID,Objekts,Īpašuma kadastra numurs,Adreses pieraksts,Novads,Pilsēta,Pagasts,Darījuma datums,"Darījuma summa, EUR",Zemes vienību kadastra apzīmējumi(saraksts) (viena darījuma ietvaros) ,Zemes daļas(skaitītājs),Zemes daļas(saucējs),"Pārdotā zemes kopplatība, m2 ",NĪLM grupas kods (lielākais pēc platības),NĪLM kodi(saraksts),Būvju skaits ,Būves kadastra apzīmējums,Būves daļas(skaitītājs),Būves daļas(saucējs),Būves lietošanas veida nosaukums,Būves lietošanas veida kods,Būves virszemes stāvu skaits,"Būves apbūves laukums, m2","Būves kopplatība, m2","Būves būvtilpums, m3",Būves ārsienu materiāla nosaukums,Būves ekspluatācijas uzsākšanas gads,"Būves fiziskais nolietojums, %",Būves kadastra apzīmējumu saraksts (viena darījuma ietvaros),Telpu grupu skaits (viena darījuma ietvaros),Dzīvokļu skaits (viena darījuma ietvaros),Telpu grupas kadastra apzīmējums,Telpu grupas daļas(skaitītājs),Telpu grupas daļas(saucējs),Telpu grupas lietošanas veida kods,Telpu grupas zemākais stāvs,Telpu grupas augstākais stāvs,"Telpu grupas platība, m2","Dzīvokļa kopplatība, m2",Telpu skaits telpu grupā,Istabu skaits dzīvoklī
24464,1155443,T,01009283774,"Blaumaņa iela 11/13 - 31, Rīga, LV-1011",NULL,Rīga,NULL,8/14/2023,100000,01000210093,1499,48030,54.99, 07,"703(1312), 801(316), 902(134)",3,01000210093001,1499,48030,Triju vai vairāku dzīvokļu mājas,1122,6,1297.1,5764.6,27848,2907 - Māla ķieģeļi,1901,31,"1000210093004, 1000210093003, 1000210093001",1,0,01000210093001035,1,1,1264,-1,-1,149.9,0,16,0
24464,1171414,Dz,01009283772,"Blaumaņa iela 11/13 - 4, Rīga, LV-1011",NULL,Rīga,NULL,10/1/2023,160000,01000210093,237,8005,52.17, 07,"703(1312), 801(316), 902(134)",3,01000210093001,237,8005,Triju vai vairāku dzīvokļu mājas,1122,6,1297.1,5764.6,27848,2907 - Māla ķieģeļi,1901,31,"1000210093004, 1000210093003, 1000210093001",0,1,01000210093001004,1,1,1122,4,4,142.2,142.2,10,5
24464,1171626,Dz,01009283794,"Blaumaņa iela 11/13 - 5, Rīga, LV-1011",NULL,Rīga,NULL,10/2/2023,160000,01000210093,311,9606,57.05, 07,"703(1312), 801(316), 902(134)",3,01000210093001,311,9606,Triju vai vairāku dzīvokļu mājas,1122,6,1297.1,5764.6,27848,2907 - Māla ķieģeļi,1901,31,"1000210093004, 1000210093003, 1000210093001",0,1,01000210093001005,1,1,1122,5,5,155.5,155.5,9,5
24464,1171415,T,01009283778,"Blaumaņa iela 11/13 - 7, Rīga, LV-1011",NULL,Rīga,NULL,10/1/2023,500000,01000210093,251,3202,138.12, 07,"703(1312), 801(316), 902(134)",3,01000210093001,251,3202,Triju vai vairāku dzīvokļu mājas,1122,6,1297.1,5764.6,27848,2907 - Māla ķieģeļi,1901,31,"1000210093004, 1000210093003, 1000210093001",1,0,01000210093001033,1,1,1230,-1,2,376.5,0,27,0
24464,1139621,T,01009264605,"Blaumaņa iela 12 - 1A, Rīga, LV-1011",NULL,Rīga,NULL,5/16/2023,425000,01000210016,508,25883,33.35, 07,"703(1566), 801(133)",1,01000210016001,508,25883,Triju vai vairāku dzīvokļu mājas,1122,7,1118.9,6082.7,27265,2907 - Māla ķieģeļi,"1912, 2020",39,01000210016001,1,0,01000210016001003,1,1,1230,1,1,101.6,0,5,0
24464,1125957,T,01009264611,"Blaumaņa iela 12 - 27B, Rīga, LV-1011",NULL,Rīga,NULL,2/7/2023,4200,01000210016,1895,672958,4.78, 07,"703(1566), 801(133)",1,01000210016001,1895,672958,Triju vai vairāku dzīvokļu mājas,1122,7,1118.9,6082.7,27265,2907 - Māla ķieģeļi,"1912, 2020",39,01000210016001,1,0,01000210016001094,1,13,1274,-1,-1,189.5,0,3,0
24464,1127658,T,01009264611,"Blaumaņa iela 12 - 27B, Rīga, LV-1011",NULL,Rīga,NULL,1/6/2023,4200,01000210016,1895,672958,4.78, 07,"703(1566), 801(133)",1,01000210016001,1895,672958,Triju vai vairāku dzīvokļu mājas,1122,7,1118.9,6082.7,27265,2907 - Māla ķieģeļi,"1912, 2020",39,01000210016001,1,0,01000210016001094,1,13,1274,-1,-1,189.5,0,3,0
24464,1142364,T,01009264611,"Blaumaņa iela 12 - 27B, Rīga, LV-1011",NULL,Rīga,NULL,5/30/2023,4200,01000210016,1895,672958,4.78, 07,"703(1566), 801(133)",1,01000210016001,1895,672958,Triju vai vairāku dzīvokļu mājas,1122,7,1118.9,6082.7,27265,2907 - Māla ķieģeļi,"1912, 2020",39,01000210016001,1,0,01000210016001094,1,13,1274,-1,-1,189.5,0,3,0
24464,1124074,T,01009266093,"Blaumaņa iela 12 - 27D, Rīga, LV-1011",NULL,Rīga,NULL,1/21/2023,4000,01000210016,257,207064,2.11, 07,"703(1566), 801(133)",1,01000210016001,257,207064,Triju vai vairāku dzīvokļu mājas,1122,7,1118.9,6082.7,27265,2907 - Māla ķieģeļi,"1912, 2020",39,01000210016001,1,0,01000210016001096,1,8,1274,-1,-1,51.4,0,1,0
24464,1121634,T,01009264578,"Blaumaņa iela 12 - 27E, Rīga, LV-1011",NULL,Rīga,NULL,12/30/2022,4500,01000210016,571,362362,2.68, 07,"703(1566), 801(133)",1,01000210016001,571,362362,Triju vai vairāku dzīvokļu mājas,1122,7,1118.9,6082.7,27265,2907 - Māla ķieģeļi,"1912, 2020",39,01000210016001,1,0,01000210016001097,1,7,1274,-1,-1,57.1,0,1,0
24464,1158445,Dz,01009264585,"Blaumaņa iela 12 - 4, Rīga, LV-1011",NULL,Rīga,NULL,9/19/2023,289500,01000210016,582,25883,38.2, 07,"703(1566), 801(133)",1,01000210016001,582,25883,Triju vai vairāku dzīvokļu mājas,1122,7,1118.9,6082.7,27265,2907 - Māla ķieģeļi,"1912, 2020",39,01000210016001,0,1,01000210016001004,1,1,1122,2,2,116.4,116.4,7,2
24464,1170410,Dz,01009264590,"Blaumaņa iela 12 - 46, Rīga, LV-1011",NULL,Rīga,NULL,12/1/2023,637500,01000210016,1569,51766,51.5, 07,"703(1566), 801(133)",1,01000210016001,1569,51766,Triju vai vairāku dzīvokļu mājas,1122,7,1118.9,6082.7,27265,2907 - Māla ķieģeļi,"1912, 2020",39,01000210016001,0,1,01000210016001046,1,1,1122,6,6,156.9,154.7,10,5
24464,1122797,Dz,01009130030,"Blaumaņa iela 16/18 - 10, Rīga, LV-1011",NULL,Rīga,NULL,1/13/2023,405000,01000210078,541,12258,40.82, 07,"703(852), 801(55), 902(18)",3,01000210078001,541,12258,Triju vai vairāku dzīvokļu mājas,1122,6,653.1,3614.8,13174,2907 - Māla ķieģeļi,1914,31,"1000210078003, 1000210078002, 1000210078001",0,1,01000210078001010,1,1,1122,4,4,135.7,131.2,9,4
2211,1173882,Dz,01009029640,"Blaumaņa iela 16/18 - 16A, Rīga, LV-1011",NULL,Rīga,NULL,1/5/2024,140000,01000210078,144,5675,23.47, 07,"703(852), 801(55), 902(18)",3,01000210078001,144,5675,Triju vai vairāku dzīvokļu mājas,1122,6,653.1,3614.8,13174,2907 - Māla ķieģeļi,1914,31,"1000210078003, 1000210078002, 1000210078001",0,1,01000210078001031,1,1,1122,2,2,74.3,74.3,6,3
24464,1126271,T,01009228741,"Blaumaņa iela 16/18 - 26B, Rīga, LV-1011",NULL,Rīga,NULL,1/30/2023,25800,01000210078,3353,306450,10.12, 07,"703(852), 801(55), 902(18)",3,01000210078001,3353,306450,Triju vai vairāku dzīvokļu mājas,1122,6,653.1,3614.8,13174,2907 - Māla ķieģeļi,1914,31,"1000210078003, 1000210078002, 1000210078001",1,0,01000210078001033,1,1,1274,-1,-1,33.8,0,1,0
24464,1144711,Dz,01009184214,"Blaumaņa iela 17 - 16, Rīga, LV-1011",NULL,Rīga,NULL,6/13/2023,50000,01000210091,297,3107,59.74, 07,"703(409), 801(89), 902(127)",2,01000210091001,297,3107,Triju vai vairāku dzīvokļu mājas,1122,6,491,2506.4,12247,2907 - Māla ķieģeļi,1912,55,"1000210091002, 1000210091001",0,1,01000210091001009,1,1,1122,6,6,207.9,207.9,1,0
24464,1167514,Dz,01009235029,"Blaumaņa iela 17 - 5, Rīga, LV-1011",NULL,Rīga,NULL,11/21/2023,68855,01000210091,5733750,213205447,16.81, 07,"703(409), 801(89), 902(127)",2,01000210091001,5733750,213205447,Triju vai vairāku dzīvokļu mājas,1122,6,491,2506.4,12247,2907 - Māla ķieģeļi,1912,55,"1000210091002, 1000210091001",0,1,01000210091001005,4170,9803,1122,4,4,137.5,136.4,13,6
24464,1132286,Dz,01009193724,"Blaumaņa iela 21 - 15, Rīga, LV-1011",NULL,Rīga,NULL,3/20/2023,232500,01000300040,1661,36263,102.28, 07,"702(900), 703(1148), 801(185)",2,01000300040001,1661,36263,Triju vai vairāku dzīvokļu mājas,1122,6,456.2,2312.8,10838,2908 - Silikātķieģeļi,1910,55,"1000300040003, 1000300040001",0,1,01000300040001015,1,1,1122,3,3,166.1,166.1,12,6
24464,1127443,Dz,01009228709,"Blaumaņa iela 25 - 1, Rīga, LV-1011",NULL,Rīga,NULL,2/7/2023,97000,01000300038,177,8557,18.26, 07,"702(818), 801(65)",2,01000300038001,177,8557,Triju vai vairāku dzīvokļu mājas,1122,5,759.7,3126.8,14817,2907 - Māla ķieģeļi,"1900, 2001",32,"1000300038002, 1000300038001",0,1,01000300038001001,1,1,1122,1,1,53.1,53.1,3,2
24464,1171926,Dz,01009228767,"Blaumaņa iela 25 - 20, Rīga, LV-1011",NULL,Rīga,NULL,12/19/2023,84000,01000300038,445,25671,15.31, 07,"702(818), 801(65)",2,01000300038001,445,25671,Triju vai vairāku dzīvokļu mājas,1122,5,759.7,3127.7,14817,2907 - Māla ķieģeļi,"1900, 2001",33,"1000300038002, 1000300038001",0,1,01000300038001020,1,1,1122,3,3,44.5,44.5,6,2
24464,1157573,Dz,01009951544,"Blaumaņa iela 25 - 3A, Rīga, LV-1011",NULL,Rīga,NULL,9/12/2023,100000,01000300038,670,25671,23.05, 07,"702(818), 801(65)",2,01000300038001,670,25671,Triju vai vairāku dzīvokļu mājas,1122,5,759.7,3127.7,14817,2907 - Māla ķieģeļi,"1900, 2001",33,"1000300038002, 1000300038001",0,1,01000300038001037,1,1,1122,2,2,65,65,5,2
24464,1162600,Dz,01009282745,"Blaumaņa iela 27 - 16, Rīga, LV-1011",NULL,Rīga,NULL,7/31/2023,255000,01000300037,292,6729,42.87, 07,"702(923), 801(65)",2,01000300037002,292,6729,Triju vai vairāku dzīvokļu mājas,1122,5,352.2,1568.6,7380,2907 - Māla ķieģeļi,1910,42,"1000300037002, 1000300037001",0,1,01000300037002005,1,1,1122,3,3,116.8,116.8,10,4
24464,1172079,Dz,01009282730,"Blaumaņa iela 27 - 2, Rīga, LV-1011",NULL,Rīga,NULL,12/8/2023,42553,01000300037,491,40374,12.02, 07,"702(923), 801(65)",2,01000300037001,491,40374,Triju vai vairāku dzīvokļu mājas,1122,5,358.4,1536.8,7556,2907 - Māla ķieģeļi,1910,35,"1000300037002, 1000300037001",0,1,01000300037001002,1,3,1122,1,1,98.2,98.2,10,4
24464,1151285,Dz,01009282731,"Blaumaņa iela 27 - 3, Rīga, LV-1011",NULL,Rīga,NULL,8/1/2023,205000,01000300037,1361,26916,49.96, 07,"702(923), 801(65)",2,01000300037001,1361,26916,Triju vai vairāku dzīvokļu mājas,1122,5,358.4,1536.8,7556,2907 - Māla ķieģeļi,1910,35,"1000300037002, 1000300037001",0,1,01000300037001003,1,1,1122,2,2,136.1,136.1,11,4
24464,1123262,Dz,01009272991,"Blaumaņa iela 3 - 15, Rīga, LV-1011",NULL,Rīga,NULL,1/13/2023,40000,01000210009,466,26481,12.05, 07,"703(517), 801(168)",1,01000210009001,466,26481,Triju vai vairāku dzīvokļu mājas,1122,7,645.7,2979.7,13019,2908 - Silikātķieģeļi,1912,45,01000210009001,0,1,01000210009001021,1,2,1122,6,6,93.2,84.8,4,2
24464,1123265,Dz,01009272990,"Blaumaņa iela 3 - 1A, Rīga, LV-1011",NULL,Rīga,NULL,1/13/2023,20000,01000210009,397,52962,5.13, 07,"703(517), 801(168)",1,01000210009001,397,52962,Triju vai vairāku dzīvokļu mājas,1122,7,645.7,2979.7,13019,2908 - Silikātķieģeļi,1912,45,01000210009001,0,1,01000210009001020,1,2,1122,1,1,39.7,39.7,4,2
24464,1142688,Dz,01009169831,"Blaumaņa iela 31 - 5A, Rīga, LV-1011",NULL,Rīga,NULL,6/7/2023,96000,01000300034,557,24697,15.09, 07,"703(571), 801(91), 902(7)",1,01000300034001,557,24697,Triju vai vairāku dzīvokļu mājas,1122,7,512.1,3052.6,13351,2907 - Māla ķieģeļi,1929,45,01000300034001,0,1,01000300034001002,1,1,1122,3,3,55.7,55.7,8,3
24464,1159435,Dz,01009263305,"Blaumaņa iela 34 - 17, Rīga, LV-1011",NULL,Rīga,NULL,9/8/2023,178000,01000300046,19,709,18.6, 07,"702(143), 703(415), 801(136)",3,01000300046002,19,709,Triju vai vairāku dzīvokļu mājas,1122,4,201.1,644.3,2939,2907 - Māla ķieģeļi,1920,16,"1000300046005, 1000300046002, 1000300046001",0,1,01000300046002006,1,1,1122,3,3,61.2,61.2,4,3
24464,1158270,Dz,01009002454,"Blaumaņa iela 36 - 5, Rīga, LV-1011",NULL,Rīga,NULL,8/16/2023,258400,01000300047,19084,190373,79.29, 07,"702(593), 801(153), 1001(45)",1,01000300047001,19084,190373,Triju vai vairāku dzīvokļu mājas,1122,5,526.5,2181.2,11095,2907 - Māla ķieģeļi,1900,30,01000300047001,0,1,01000300047001005,1,1,1122,3,3,184.8,184.4,16,5
24464,1143192,Dz,01009002398,"Blaumaņa iela 36 - 7, Rīga, LV-1011",NULL,Rīga,NULL,6/12/2023,50000,01000300047,9545,190373,39.66, 07,"702(593), 801(153), 1001(45)",1,01000300047001,9545,190373,Triju vai vairāku dzīvokļu mājas,1122,5,526.5,2181.2,11095,2907 - Māla ķieģeļi,1900,30,01000300047001,0,1,01000300047001007,1,2,1122,4,4,190.9,190.5,15,6
24464,1150094,Dz,01009155076,"Blaumaņa iela 6 - 11, Rīga, LV-1011",NULL,Rīga,NULL,7/27/2023,185000,01000212003,656,21897,47.24, 07,"702(386), 703(1124), 801(61), 1001(6)",3,01000212003002,656,21897,Triju vai vairāku dzīvokļu mājas,1122,6,418.8,2189.4,10140,2907 - Māla ķieģeļi,1910,60,"1000212003003, 1000212003002, 1000212003001",0,1,01000212003002011,1,1,1122,2,2,130.4,130.4,7,3
24464,1134435,Dz,01009265410,"Blaumaņa iela 8 - 21, Rīga, LV-1011",NULL,Rīga,NULL,4/5/2023,38500,01000210014,26,2297,9.97, 07,"703(647), 801(115), 908(119)",1,01000210014001,26,2297,Triju vai vairāku dzīvokļu mājas,1122,6,619.5,3107.2,14203,2907 - Māla ķieģeļi,1910,31,01000210014001,0,1,01000210014001017,1,1,1122,1,1,28.6,28.6,5,1
24464,1167101,Dz,01009275127,"Blaumaņa iela 9 - 31A, Rīga, LV-1011",NULL,Rīga,NULL,11/8/2023,123000,01000210094,718,84399,22.54, 07,"703(2239), 801(391), 1001(19)",5,01000210094001,718,84399,Triju vai vairāku dzīvokļu mājas,1122,6,1238.3,6311.9,29762,2907 - Māla ķieģeļi,1900,30,"1000210094005, 1000210094004, 1000210094003, 1000210094002, 1000210094001",0,1,01000210094001084,1,1,1122,1,1,69.7,69.7,5,3
24464,1166148,Dz,01009286083,"Blaumaņa iela 9 - 31C, Rīga, LV-1011",NULL,Rīga,NULL,11/7/2023,128000,01000210094,235,28133,22.13, 07,"703(2239), 801(391), 1001(19)",5,01000210094001,235,28133,Triju vai vairāku dzīvokļu mājas,1122,6,1238.3,6311.9,29762,2907 - Māla ķieģeļi,1900,30,"1000210094005, 1000210094004, 1000210094003, 1000210094002, 1000210094001",0,1,01000210094001082,1,1,1122,1,1,68.5,68.5,6,3
24464,1142819,Dz,01009283445,"Blaumaņa iela 9 - 8, Rīga, LV-1011",NULL,Rīga,NULL,5/26/2023,353000,01000210094,181,12057,39.77, 07,"703(2239), 801(391), 1001(19)",5,01000210094001,181,12057,Triju vai vairāku dzīvokļu mājas,1122,6,1238.3,6321.3,29762,2907 - Māla ķieģeļi,1900,31,"1000210094005, 1000210094004, 1000210094003, 1000210094002, 1000210094001",0,1,01000210094001008,1,1,1122,4,4,121.8,121.8,8,4
24464,1127418,Dz,01009283497,"Blaumaņa iela 9A - 22, Rīga, LV-1011",NULL,Rīga,NULL,2/16/2023,55000,01000210094,482,84399,15.13, 07,"703(2239), 801(391), 1001(19)",5,01000210094002,482,84399,Triju vai vairāku dzīvokļu mājas,1122,6,586.5,3033.7,13653,2907 - Māla ķieģeļi,1900,31,"1000210094005, 1000210094004, 1000210094003, 1000210094002, 1000210094001",0,1,01000210094002056,1,1,1122,6,6,48.2,48.2,8,2
2211,1177141,Dz,01009255378,"Blaumaņa iela 9A - 33, Rīga, LV-1011",NULL,Rīga,NULL,2/2/2024,92000,01000210094,389,84399,12.21, 07,"703(2239), 801(391), 1001(19)",5,01000210094002,389,84399,Triju vai vairāku dzīvokļu mājas,1122,6,586.5,3028.8,13653,2907 - Māla ķieģeļi,1900,30,"1000210094005, 1000210094004, 1000210094003, 1000210094002, 1000210094001",0,1,01000210094002049,1,1,1122,2,2,38.9,38.9,3,2
24464,1170408,Dz,01009255378,"Blaumaņa iela 9A - 33, Rīga, LV-1011",NULL,Rīga,NULL,12/27/2022,88000,01000210094,389,84399,12.21, 07,"703(2239), 801(391), 1001(19)",5,01000210094002,389,84399,Triju vai vairāku dzīvokļu mājas,1122,6,586.5,3028.8,13653,2907 - Māla ķieģeļi,1900,30,"1000210094005, 1000210094004, 1000210094003, 1000210094002, 1000210094001",0,1,01000210094002049,1,1,1122,2,2,38.9,38.9,3,2
24464,1135116,Dz,01009032462,"Brīvības iela 100C - 27, Rīga, LV-1001",NULL,Rīga,NULL,2/7/2023,63000,01000280047,8941,307129,78.31, 07,"701(273), 702(2215), 801(202)",3,01000280047001,8941,307129,Triju vai vairāku dzīvokļu mājas,1122,2,253,381.9,1462,11 - Kokmateriāli,1901,70,"1000280047003, 1000280047002, 1000280047001",0,1,01000280047001027,1,1,1122,1,1,89.4,89.4,9,3
24464,1135115,Dz,01009005627,"Brīvības iela 100C - 28, Rīga, LV-1001",NULL,Rīga,NULL,2/7/2023,27000,01000280047,3517,307129,30.8, 07,"701(273), 702(2215), 801(202)",3,01000280047001,3517,307129,Triju vai vairāku dzīvokļu mājas,1122,2,253,381.9,1462,11 - Kokmateriāli,1901,70,"1000280047003, 1000280047002, 1000280047001",0,1,01000280047001028,1,1,1122,1,1,35.2,35.2,4,1
24464,1135117,Dz,01009034391,"Brīvības iela 100C - 30, Rīga, LV-1001",NULL,Rīga,NULL,2/7/2023,141000,01000280047,12159,307129,106.5, 07,"701(273), 702(2215), 801(202)",3,01000280047001,12159,307129,Triju vai vairāku dzīvokļu mājas,1122,2,253,381.9,1462,11 - Kokmateriāli,1901,70,"1000280047003, 1000280047002, 1000280047001",0,1,01000280047001030,1,1,1122,2,2,121.7,121.7,12,5
24464,1144384,Dz,01000230049,"Brīvības iela 101 - 17, Rīga, LV-1001",NULL,Rīga,NULL,5/9/2023,138000,01000230049,327,9824,51.56, 07,"701(138), 702(593), 703(682), 801(136)",3,01000230049002,327,9824,Triju vai vairāku dzīvokļu mājas,1122,5,258.2,1195.8,4959,2907 - Māla ķieģeļi,1908,38,"1000230049003, 1000230049002, 1000230049001",0,1,01000230049002004,1,1,1122,2,2,98.1,98.1,7,3
24464,1159379,T,01009002594,"Brīvības iela 103 - 23A, Rīga, LV-1001",NULL,Rīga,NULL,9/26/2023,220000,01000232002,24739,691264,130.05, 07,"702(3124), 801(510)",1,01000232002001,24739,691264,Triju vai vairāku dzīvokļu mājas,1122,6,1344.6,8224.6,31984,2907 - Māla ķieģeļi,1892,49,01000232002001,1,0,01000232002001012,1,1,1264,2,2,254.7,0,22,0
24464,1122075,Dz,01009120847,"Brīvības iela 103 - 26, Rīga, LV-1001",NULL,Rīga,NULL,12/30/2022,105000,01000232002,1303,98752,47.95, 07,"702(3124), 801(510)",1,01000232002001,1303,98752,Triju vai vairāku dzīvokļu mājas,1122,6,1344.6,8224.6,31984,2907 - Māla ķieģeļi,1892,49,01000232002001,0,1,01000232002001026,1,1,1122,3,3,91.4,91.4,11,4
24464,1138209,Dz,01009275989,"Brīvības iela 103 - 5A, Rīga, LV-1001",NULL,Rīga,NULL,5/10/2023,56000,01000232002,2335,691264,12.28, 07,"702(3124), 801(510)",1,01000232002001,2335,691264,Triju vai vairāku dzīvokļu mājas,1122,6,1344.6,8224.6,31984,2907 - Māla ķieģeļi,1892,49,01000232002001,0,1,01000232002001065,1,1,1122,3,3,23.2,23.2,2,1
24464,1128545,Dz,01000280014,"Brīvības iela 114 - 37, Rīga, LV-1001",NULL,Rīga,NULL,2/15/2023,141000,01000280014,23,1000,50.46, 07,"702(209), 703(1776), 801(144), 902(24), 1001(26), 1002(15)",3,01000280014001,23,1000,Triju vai vairāku dzīvokļu mājas,1122,6,1154,6064,26211,2908 - Silikātķieģeļi,1916,60,"1000280014006, 1000280014002, 1000280014001",0,1,01000280014001037,1,1,1122,3,3,124.2,124.2,8,5
2211,1176259,Dz,01000280014,"Brīvības iela 114 - 38A, Rīga, LV-1001",NULL,Rīga,NULL,1/19/2024,40000,01000280014,1,100,21.94, 07,"702(209), 703(1776), 801(144), 902(24), 1001(26), 1002(15)",3,01000280014001,1,100,Triju vai vairāku dzīvokļu mājas,1122,6,1154,6064,26211,2908 - Silikātķieģeļi,1916,60,"1000280014006, 1000280014002, 1000280014001",0,1,01000280014001033,1,1,1122,3,3,48.8,48.8,5,2
24464,1164220,Dz,01009102223,"Brīvības iela 117 - 9, Rīga, LV-1001",NULL,Rīga,NULL,10/23/2023,25000,01000230030,466,64985,12.55, 07,"701(256), 702(960), 801(534)",3,01000230030001,466,64985,Triju vai vairāku dzīvokļu mājas,1122,4,889.8,3094.2,13500,2907 - Māla ķieģeļi,1870,60,"1000230030003, 1000230030002, 1000230030001",0,1,01000230030001009,1,1,1122,3,3,23.3,23.3,3,1
24464,1161428,T,01009021934,"Brīvības iela 132B - 30A, Rīga, LV-1012",NULL,Rīga,NULL,9/29/2023,100000,01000270039,245525,47045784,11.96, 07,"601(70), 701(83), 702(1302), 801(518), 902(132), 908(91), 1002(96)",16,01000270039006,245525,47045784,Triju vai vairāku dzīvokļu mājas,1122,4,196.6,627.6,2803,2907 - Māla ķieģeļi,"1920, 2008",48,"1000270039016, 1000270039015, 1000270039014, 1000270039013, 1000270039012, 1000270039011, 1000270039010, 1000270039009, 1000270039008, 1000270039007, 1000270039006, 1000270039005, 1000270039004, 1000270039003, 1000270039002, 1000270039001",1,0,01000270039006001,427,1032,1261,1,1,57.5,0,3,0
24464,1148652,Dz,01009199354,"Brīvības iela 132C - 1, Rīga, LV-1012",NULL,Rīga,NULL,6/18/2023,50000,01000270039,454,45587,22.83, 07,"601(70), 701(83), 702(1302), 801(518), 902(132), 908(91), 1002(96)",16,01000270039005,454,45587,Triju vai vairāku dzīvokļu mājas,1122,4,182.2,695.5,2996,2907 - Māla ķieģeļi,"1920, 2014",18,"1000270039016, 1000270039015, 1000270039014, 1000270039013, 1000270039012, 1000270039011, 1000270039010, 1000270039009, 1000270039008, 1000270039007, 1000270039006, 1000270039005, 1000270039004, 1000270039003, 1000270039002, 1000270039001",0,1,01000270039005006,1,1,1122,1,1,44.4,44.4,3,2
2211,1176727,Dz,01009198773,"Brīvības iela 132D - 12, Rīga, LV-1012",NULL,Rīga,NULL,2/2/2024,90000,01000270039,541,45587,27.2, 07,"601(70), 701(83), 702(1302), 801(518), 902(132), 908(91), 1002(96)",16,01000270039004,541,45587,Triju vai vairāku dzīvokļu mājas,1122,4,241.7,778.4,3042,2907 - Māla ķieģeļi,"1920, 2014",18,"1000270039016, 1000270039015, 1000270039014, 1000270039013, 1000270039012, 1000270039011, 1000270039010, 1000270039009, 1000270039008, 1000270039007, 1000270039006, 1000270039005, 1000270039004, 1000270039003, 1000270039002, 1000270039001",0,1,01000270039004007,1,1,1122,3,4,54.1,54.1,3,2
2211,1172634,Dz,01009131251,"Brīvības iela 132D - 4, Rīga, LV-1012",NULL,Rīga,NULL,12/13/2023,35000,01000270039,189,45587,9.5, 07,"601(70), 701(83), 702(1302), 801(518), 902(132), 908(91), 1002(96)",16,01000270039004,189,45587,Triju vai vairāku dzīvokļu mājas,1122,4,241.7,778.4,3042,2907 - Māla ķieģeļi,"1920, 2014",18,"1000270039016, 1000270039015, 1000270039014, 1000270039013, 1000270039012, 1000270039011, 1000270039010, 1000270039009, 1000270039008, 1000270039007, 1000270039006, 1000270039005, 1000270039004, 1000270039003, 1000270039002, 1000270039001",0,1,01000270039004011,1,1,1122,2,2,18.9,18.9,2,1
24464,1172634,Dz,01009131251,"Brīvības iela 132D - 4, Rīga, LV-1012",NULL,Rīga,NULL,12/13/2023,35000,01000270039,189,45587,9.5, 07,"601(70), 701(83), 702(1302), 801(518), 902(132), 908(91), 1002(96)",16,01000270039004,189,45587,Triju vai vairāku dzīvokļu mājas,1122,4,241.7,778.4,3042,2907 - Māla ķieģeļi,"1920, 2014",18,"1000270039016, 1000270039015, 1000270039014, 1000270039013, 1000270039012, 1000270039011, 1000270039010, 1000270039009, 1000270039008, 1000270039007, 1000270039006, 1000270039005, 1000270039004, 1000270039003, 1000270039002, 1000270039001",0,1,01000270039004011,1,1,1122,2,2,18.9,18.9,2,1
2211,1173906,T,01009025698,"Brīvības iela 132H, Rīga, LV-1012",NULL,Rīga,NULL,1/2/2024,44530,01000270039,465,45587,23.38, 07,"601(70), 701(83), 702(1302), 801(518), 902(132), 908(91), 1002(96)",16,01000270039001,465,45587,Viena dzīvokļa mājas,1110,2,72.9,140.2,690,2908 - Silikātķieģeļi,1920,50,"1000270039016, 1000270039015, 1000270039014, 1000270039013, 1000270039012, 1000270039011, 1000270039010, 1000270039009, 1000270039008, 1000270039007, 1000270039006, 1000270039005, 1000270039004, 1000270039003, 1000270039002, 1000270039001",1,0,01000270039001002,1,1,1230,1,1,46.5,0,4,0
24464,1122915,Dz,01009104534,"Brīvības iela 134 - 24, Rīga, LV-1012",NULL,Rīga,NULL,1/16/2023,74000,01000270037,523,28494,19.86, 07,"703(1005), 801(77)",1,01000270037001,523,28494,Triju vai vairāku dzīvokļu mājas,1122,6,696.2,3602.1,16066,2907 - Māla ķieģeļi,1913,57,01000270037001,0,1,01000270037001024,1,1,1122,2,2,51.5,51.5,5,2
24464,1150164,Dz,01009093481,"Brīvības iela 134 - 27, Rīga, LV-1012",NULL,Rīga,NULL,7/10/2023,78500,01000270037,212,14247,16.1, 07,"703(1005), 801(77)",1,01000270037001,212,14247,Triju vai vairāku dzīvokļu mājas,1122,6,696.2,3602.1,16066,2907 - Māla ķieģeļi,1913,57,01000270037001,0,1,01000270037001027,1,1,1122,3,3,42.4,42.4,6,2
24464,1148025,Dz,01009194217,"Brīvības iela 134 - 40, Rīga, LV-1012",NULL,Rīga,NULL,7/13/2023,77000,01000270037,88,4749,20.05, 07,"703(1005), 801(77)",2,01000270037001,88,4749,Triju vai vairāku dzīvokļu mājas,1122,6,696.2,3602.1,16066,2907 - Māla ķieģeļi,1913,57,"1000270037002, 1000270037001",0,1,01000270037001040,1,1,1122,6,6,52.8,52.8,6,3
